commodity,bucket,gbp,has_t1,n_cells,n_countries,dupe_pct,dupe_partner,dupe_pct_ub,host_share,dupe_partner_ub,place_article,name_article,fold_candidate
"Stones And Slates — Grindstones, Millstones, And Other Sorts Of Stones",KEEP,659303,0,51,15,0,,0,0,,,,
"Ore, Unenumerated — Pulp Of Wood—Mechanical",KEEP,658402,0,9,10,0,,0,0,,,,
"Sugar — Molasses, Treacle, And Syrup",KEEP,646423,0,28,7,0,,0,0,,,,
Woollen And Worsted Manufactures — United States,KEEP,645623,0,7,7,0,,0,0,,,,
"Glass — Flint, Plain, Cut, Or Ornamented (Including Bottles And Other Manufactures Of Flint Glass)",KEEP,639975,0,42,25,0,,0,0,,,,
Eggs — Ornamental,KEEP,639278,0,8,8,0,,25,25,Farinaceous Substances And Manufactures Thereof,,,
Paper — Wood Pulp Boards,KEEP,611867,1,50,13,4,"Drugs — Bark, Peruvian",4,2,"Drugs — Bark, Peruvian",,,
"Arms And Ammunition — Cannon And Mortars, And Parts Thereof",KEEP,607511,0,46,15,9,"Ammunition — Cannon And Mortars, And Parts Thereof",11,9,"Ammunition — Cannon And Mortars, And Parts Thereof",,,
Straw — For Agricultural Purposes,KEEP,606634,0,22,7,0,,0,0,,,,
"Arms, Ammunition, And Military Stores — Rifles",KEEP,604428,0,51,19,0,,0,0,,,,
"Animals, Living — Bulls, Oxen, Cows, And Calves",KEEP,593028,1,26,15,4,Horns And Hoofs,12,4,Horns And Hoofs,,,
"Beads Of All Sorts — Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Unenumerated",KEEP,591901,0,36,12,0,,6,3,Cork — Unmanufactured,,,
Whalefins,KEEP,591849,1,29,8,17,"Skins, Furs, And Pelts — Whalepins",21,14,"Skins, Furs, And Pelts — Whalepins",,,
"Animals, Living — Stallions",KEEP,586431,1,38,25,0,,0,0,,,,
Wood And Timber — Fir : Unenumerated,KEEP,574224,0,9,9,0,,0,0,,,,
"Skins, Furs, And Pelts — Unenumerated, Not Being Furs, Tanned, Tawed, Or Dressed",KEEP,568061,0,11,4,0,,0,0,,,,
Oil — Pulp Of Wood—Mechanical,KEEP,555907,0,8,9,0,,0,0,,,,
Spirits — Succades And Confectionery (Including Fruits Andvegetables Preserved In Sugar),KEEP,555388,0,21,12,0,,5,5,Spirits — Brandy,,,
"Fruit — Plums, Dried Or Preserved",KEEP,549819,1,83,13,1,Fruit — Currants,2,1,Fruit — Currants,,,
"Stationery, Other Than Paper — Stones, Marble, And Slate; Rough,Hewn Or Manufactured; Other Thanworks Of Art",KEEP,545580,0,12,12,0,,0,0,,,,
"Paper — Pictures, Drawings, And Photographs",KEEP,544675,0,7,7,0,,0,0,,,,
Fruit — Prunes,KEEP,537068,1,70,9,3,Paraffine,9,1,Paraffine,,,
"Linen And Jute Manufactures — Checked, Printed, Or Dyed, And Damasks And Diapers",KEEP,533773,0,19,7,0,,0,0,,,,
"Manufactures Of Hair, And Of Goats' Wool",KEEP,533266,1,21,6,0,,0,0,,,,
Flax And Hemp — To United States Of America,KEEP,518420,0,6,2,0,,0,0,,,,
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",KEEP,514730,0,34,18,0,,0,0,,,,
Prints And Engravings,KEEP,514370,0,32,5,0,,0,0,,,,
"Metal — Leaf, Not Gold",KEEP,513223,1,81,28,2,"Leaf, Not Gold",23,11,Metal,,,
Manufactures Of Iron And Steel — Tyres And Axles,KEEP,513013,1,36,7,8,Hats Or Bonnets — Manufactures Of Iron Or Steel: Tyres And Axles,28,28,Hats Or Bonnets — Manufactures Of Iron Or Steel: Tyres And Axles,,,
Honey,KEEP,512112,1,171,25,1,"Milk, Condensed",6,3,Honey — From Australasia,,,
Salt (Rock And White),KEEP,507377,0,19,19,0,,0,0,,,,
Spirits — Perfumed Spirits (Including Water Cologne),KEEP,495546,0,34,6,3,Spirits — Geneva,9,6,Spirits — Brandy,,,
Gum — From British India,KEEP,488512,0,5,6,0,,20,20,Beads Of All Sorts,,,
"Butter — Buttons And Straps, Not Of Metal",KEEP,485661,0,4,4,0,,0,0,,,,
"Paraffine — Perfumery, Unenumerated",KEEP,474159,0,25,7,0,,0,0,,,,
"Prints, Engravings, Drawings, &C — Rags (Except Woollen) And Othermaterials For Making Paper",KEEP,466063,0,5,5,0,,0,0,,,,
"Farinaceous Substances And Manufactures Thereof, Unenumerated — Fruitnuts, Used As Fruit",KEEP,455124,0,15,15,0,,0,0,,,,
"Coals, Cinders, &C — Coke And Cinders",KEEP,450624,0,15,9,0,,0,0,,,,
"Arms, Ammunition, And Military Stores — Shot Of Iron, Including Shells",KEEP,447072,0,65,25,0,,0,0,,,,
"Flax, Dressed Or Undressed — Nuts, Used As Fruit",KEEP,442570,0,9,9,0,,0,0,,,,
Cotton Manufactures — Piece Goods Of India And China,KEEP,429700,1,29,8,0,,0,0,,,,
"Cordage, Cables, Ropes, And Twine Of Hemp Or Like Material",KEEP,428458,0,17,17,0,,0,0,,,,
"Envoys, Unenumerated",KEEP,427605,0,10,10,0,,0,0,,,,
Linen Manufactures — Sail Cloth And Sails,KEEP,425276,0,29,16,0,,0,0,,,,
Bark — Dyes Obtained From Coal Tar (Aniline),KEEP,415706,0,5,5,0,,0,0,,,,
Coffee — Raw · British East Indies,KEEP,405291,0,5,5,0,,100,60,"Kiln-Dried, Roasted, Or Ground",,,
"Onions — Raw · Oil, Unenumerated",KEEP,401982,0,22,20,0,,50,50,"Onions — One, Unenumerated",,,
Ivory — Vegetable,KEEP,398146,1,114,20,1,"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",21,13,Ivory,,,
"Lead — Rolled And Sheet, Piping And Tubing",KEEP,394889,0,12,9,0,,0,0,,,,
Woollen And Worsted Manufactures — Flannels,KEEP,390246,0,11,11,0,,0,0,,,,
Garden,KEEP,389614,1,49,11,0,,4,2,"Seeds — Unenumerated, Other Sorts",,,
Wood And Timber — Staves : Unenumerated,KEEP,385356,0,14,14,0,,0,0,,,,
Cork — Pease,KEEP,380858,0,9,9,0,,0,0,,,,
"Skins And Furs — British: Sheep And Lambs', Undressed, Without The Wool",KEEP,376537,0,5,4,0,,0,0,,,,
"Fish, Fresh And Cured — Salmon",KEEP,374660,0,17,3,0,,6,6,China And Porcelain Ware,,,
"Arms, Ammunition, And Military Stores — Muskets",KEEP,372895,0,26,10,0,,0,0,,,,
Drugs — Extracts,KEEP,371417,0,7,7,0,,0,0,,,,
"Paper — Brown Or Waste, Or Any Other Sort Un-     Enumerated",KEEP,370020,0,8,8,0,,0,0,,,,
Flint,KEEP,357844,0,8,4,0,,0,0,,,,
"Telegraphic Wires And Apparatus — Tin, Unwrought",KEEP,353486,0,12,12,0,,0,0,,,,
"Iron — Bars, Unwrought",KEEP,351211,0,5,5,0,,0,0,,,,
"Coals, Cinders, &C — Fuel, Manufactured",KEEP,345934,0,15,11,0,,0,0,,,,
"Copper, Ore Of — Manufactures Of, Unenumerated",KEEP,338007,0,12,6,8,"Copper, Ore Of — Manufactures Of, Not Otherwise Enumerated Or Described, Including Copper Plates Engraved",17,8,"Copper, Ore Of — Manufactures Of, Not Otherwise Enumerated Or Described, Including Copper Plates Engraved",,,
"Lead — Manufactures, Unenumerated",KEEP,337972,0,85,12,1,"Madder, Madder Root, Garancine, And Munjeet",7,4,Leather Manufactures — Boots And Shoes,,,
"Extracts, Of Other Sorts Than Dye Stuffs, Unenumerated",KEEP,335347,0,21,15,0,,29,29,"Embroidery And Needlework — Extracts, Of Other Sorts Than Dye-Stuffs, Unenumerated",,,
Guar — Unenumerated,KEEP,330170,0,15,15,0,,0,0,,,,
"Perfumery, Unenumerated",KEEP,325950,0,16,9,0,,0,0,,,,
Stones And Slates — Slate By Sale,KEEP,322156,0,6,5,0,,0,0,,,,
"Silk Manufactures — Plush, Used For Making Hats",KEEP,312646,0,21,3,0,,0,0,,,,
"Plate, Gold — Silver",KEEP,294156,0,45,19,0,,0,0,,,,
Feathers — Tow Or Codilla Of,KEEP,291437,0,6,7,0,,0,0,,,,
Ivory — West Africa,KEEP,286348,0,8,7,0,,50,38,"Horns, Tips And Pieces Of Horns And Hoofs — Manufactures Of Iron Or Steel, Unenumerated",,,
Iron — Manufactures Of Iron Or Steel: Cycles And Parts Thereof,KEEP,285279,0,6,6,0,,0,0,,,,
"Manganese, One Of",KEEP,282046,0,11,12,0,,0,0,,,,
"Leather — Wrought, Other Articles, Unenumerated",KEEP,274778,0,24,14,0,,0,0,,,,
"Provisions, Unenumerated — Raos (Except Woollen) And Other Materials For Making Paper",KEEP,272720,0,4,4,0,,0,0,,,,
"Hemp, Dressed Or Undressed — Tow Or Codilla Of",KEEP,262968,0,16,9,0,,0,0,,,,
"Dye Stuffs, And Substances Used In Tanning — Dyes Obtained From Coal Tar : Alizarine",KEEP,260834,0,1,2,0,,0,0,,,,
Plated And Gilt Ware,KEEP,259725,0,75,12,0,,3,1,Wood And Timber — Oak,,,
Linen Yarn (Including Linen Yarn Waste),KEEP,257667,0,3,3,0,,0,0,,,,
"Buttons And Strips, Not Of Metal — L Of All Sorts",KEEP,256865,0,5,5,0,,20,20,Perfumed,,,
"Flowers, Artificial — Unenumerated",KEEP,255786,0,7,7,0,,0,0,,,,
Cotton Manufactures — Muslins,KEEP,251507,1,65,10,9,"Cotton Manufactures — Piece Goods, Muslins",12,9,"Cotton Manufactures — Piece Goods, Muslins",,,
Beer And Ale — To United States Of America,KEEP,248761,0,6,6,0,,0,0,,,,
Jute — Boots And Shoes : Unenumerated,KEEP,246907,0,10,10,0,,0,0,,,,
"Dye Stuffs, And Substances Used In Tanning — Dyes Obtained From Coal Tar : Aniline",KEEP,246032,0,5,6,0,,0,0,,,,
"Soap — Sprits, British And Irish",KEEP,241158,0,10,6,0,,0,0,,,,
Rosin — From British East Indies,KEEP,239790,0,2,2,0,,100,50,Saltpetre,,,
Sawn — Fir,KEEP,237414,1,7,7,0,,0,0,,,,
Candles — Other Kinds,KEEP,233974,0,34,4,0,,0,0,,,,
"Linen Manufactures — Checked, Printed, Or Dyed, And Damasks And Diapers",KEEP,227231,0,9,6,0,,0,0,,,,
"Animals, Living — From British North America",KEEP,224833,0,4,2,0,,100,25,"Animals, Living — Sheep And Lambs",,,
"Coal, Cinders, &C — Fuel, Manufactured",KEEP,223970,0,12,12,0,,0,0,,,,
"Arms, Ammunition, And Military Stores — Percussion Caps",KEEP,220706,0,53,26,0,,0,0,,,,
Drugs — Myrobalans,KEEP,220001,0,5,5,0,,0,0,,,,
Stones And Slates — Slate By Talc,KEEP,217520,0,3,3,0,,0,0,,,,
Linen Yarn (Including Linen Yarn Waste) — Manufactures,KEEP,217063,0,7,7,0,,0,0,,,,
Gum : Kowrie,KEEP,213040,1,3,3,0,,0,0,,,,
"Naphtha, Wood, Not Potable",KEEP,209564,0,48,9,0,,2,2,"Clocks, And Parts Thereof",,,
Spirits — Suggades And Confectionery (Including Fruits And Vegetables Preserved In Sugar),KEEP,208483,0,10,10,0,,30,30,Spirits — Geneva,,,
Icr,KEEP,208236,0,2,2,0,,0,0,,,,
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",KEEP,208010,0,14,14,0,,0,0,,,,
Cider And Perry,KEEP,206414,1,41,8,0,,5,2,Confectionery (Not Containing Any Article Liable To Duty),,,
Fish — Unenumerated,KEEP,202205,0,7,7,0,,0,0,,,,
"Buttons And Snaps, Not Of Metal",KEEP,200821,0,4,5,0,,0,0,,,,
Figs And Fig Cake,KEEP,200776,1,2,2,0,,0,0,,,,
Zinc — Value Of Articles Imported By Parcel Post,KEEP,200718,0,13,13,0,,0,0,,,,
"Jute Manufactures — Rolled, Sheet, Piping Andtubing",KEEP,198945,0,7,7,0,,0,0,,,,
"Arms And Ammunition — Muskets, Rifles, Carbines, Fowling-Pieces,Or Guns Of Any Other Sort, Not Enumerated,And Pistols",KEEP,196550,0,14,8,0,,0,0,,,,
Cotton Manufactures — Stockings And Socks,KEEP,196029,0,9,5,0,,0,0,,,,
"Fish, Fresh And Cured — Oysters",KEEP,193540,0,12,3,0,,0,0,,,,
Leather — Locust Beans,KEEP,192783,0,8,8,0,,0,0,,,,
Oil — Whale Fisheries,KEEP,192532,0,8,9,0,,0,0,,,,
Hats Or Bonnets — Tow Or Codilla Of,KEEP,188564,0,12,8,8,Fruit — Almonds,17,8,Bark — Extracts Of Bark Or Other Substances To Be Used In Tanning Or Dyeing,,,
"Cards, Playing",KEEP,188553,1,113,12,0,,1,1,Sumach,,,
"Ore, Unenumerated — Unmanufactured",KEEP,186416,0,5,5,0,,0,0,,,,
Spirits — To British East Indies,KEEP,184749,0,2,1,0,,0,0,,,,
Corn And Grain — Maize Or Indian Corn Meal (Including Maizena),KEEP,182137,0,15,2,0,,0,0,,,,
"Honey — Horns, Tips And Pieces Of Horn, And Hooks",KEEP,181219,0,18,23,6,"Horns, Tips And Pieces Of Horns And Hoofs",28,28,"Horns, Tips And Pieces Of Horns And Hoofs",,,
"Cordage, Twine, And Cable Yarn — Unmanufactured",KEEP,178777,0,3,3,0,,0,0,,,,
Painters Colours — Unmanufactured,KEEP,178724,0,4,4,0,,0,0,,,,
"Wood And Timber — Rough, Hewn, Sawn, Or Split",KEEP,173038,0,18,9,0,,0,0,,,,
"Arms, Ammunition, And Military Stores — To Australasia",KEEP,172542,0,4,3,0,,0,0,,,,
"Fish, Fresh And Cured — Cod And Ling",KEEP,171574,0,13,4,0,,0,0,,,,
Linen And Jute Yarn — Jute Yarn,KEEP,170759,0,6,6,0,,0,0,,,,
"Cannon And Mortars, Mounted Or Accompanied With Carriages",KEEP,168541,0,2,6,0,,0,0,,,,
Spices — Molasses,KEEP,167097,0,9,9,0,,0,0,,,,
"Gunstocks In The Rough, Of Wood",KEEP,166666,0,26,6,0,,4,4,Dye Woods — Logwood,,,
"Cannon And Mortars, Mounted Or Accompanied With Carriages — Art, Works Or, Other Than Pictures",KEEP,163599,0,10,5,0,,0,0,,,,
Gum — Dutch Possessions In India,KEEP,163157,0,13,13,0,,0,0,,,,
"Spirits — Various Sorts, Mixed In Bond",KEEP,162991,0,10,7,0,,0,0,,,,
Woollen Yarn,KEEP,162387,1,4,4,0,,0,0,,,,
"Paper — Pasteboard, Millboard, &C. (Including Playing Cards)",KEEP,162084,0,23,13,0,,0,0,,,,
Stones And Slates,KEEP,158383,0,3,3,0,,0,0,,,,
Beads Of All Sorts — Bones (Except Whalefins): Applicable To Manufacturing Purposes,KEEP,157856,0,13,8,0,,0,0,,,,
"Cannon And Mortars, Mounted Or Accompanied With Carriages — Swords, Cutlasses, Bayonets, And Arms Of Other Sorts, Unenumerated",KEEP,157395,0,28,8,0,,4,4,"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver",,,
Cloucharouc — Manufactures Of,KEEP,154924,0,6,6,0,,0,0,,,,
Mica And Talc,KEEP,152356,1,16,11,0,,31,31,"Metal — Unenumerated, Old, Fit Only To Be Re-Manufactured",,,
"Specimens, Illustrative Of Naturalscience",KEEP,152325,0,68,20,0,,19,18,"Skins, Furs, And Pelts — Specimens Illustrative Of Natural Science",,,
Iron — Bar,KEEP,151553,0,6,6,0,,0,0,,,,
Iron — Facture,KEEP,149508,0,6,6,0,,0,0,,,,
"Fruit — Fruitunenumerated, Preserved Without Sugar",KEEP,147023,0,11,11,0,,0,0,,,,
"Arms, And Ammunition — Rockets, And Other Combustibles     For Purposes Of War, Explosives,     Percussion Caps, And Ammun-     Tion Unenumerated",KEEP,146116,0,10,10,0,,0,0,,,,
Fish (Including Turtle) — Other Sorts Of Shell Fishst,KEEP,143542,0,23,8,9,Feathers And Down,65,48,Fish (Including Turtle) — Shell Fish Of All Sorts,,,
Musical Instruments — Myrobalans,KEEP,142211,0,4,4,0,,0,0,,,,
Embroidery And Needlework — Unenumerated,KEEP,142138,0,23,7,0,,35,35,Extracts — Unenumerated,,,
"Nitre, Cubic (Nitrate Of Soda) — Unenumerated",KEEP,141720,0,6,6,0,,0,0,,,,
"Books — Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Unenumerated",KEEP,139578,0,12,6,0,,0,0,,,,
"Horse — Manufactures Of Hair, Not Being Of Goats' Hair Or Wool",KEEP,136193,0,11,1,0,,0,0,,,,
Cotton — Ginger,KEEP,134071,0,11,13,0,,0,0,,,,
"Confectionery, In The Manufacture Of Which Spirit Has Been Used",KEEP,134057,1,34,6,0,,41,41,"Collodion — Confectionery, In The Manufacture Ofwhich Spirit Has Been Used",,,
"Fruit — Liqueurs, Cordials, &C., Not Tested, For Ascertaining The Strength",KEEP,129103,0,48,10,2,Perfumed,6,2,Paper — Unprinted,,,
"Ore, Unenumerated — Eastern Coast Of Africa",KEEP,124262,0,1,1,0,,0,0,,,,
"Skins, Furs, And Peelts — Articles Manufactured Of Skins And Furs",KEEP,121821,0,3,3,0,,0,0,,,,
"Shot, Large And Small",KEEP,121470,1,57,11,2,Paper — Hangings,4,2,Paper — Hangings,,,
"Silk — Silk Manufacturesribbons, Other Kinds",KEEP,120318,0,3,4,0,,0,0,,,,
"Arms, And Ammunition",KEEP,120139,0,6,7,0,,0,0,,,,
"Silk Manufactures — Broad Stuffs : Silk Or Satin : Ribbons, Other Kinds",KEEP,113963,0,4,4,0,,0,0,,,,
"Skins, Furs, And Pelts — Unenumerated: Other Sorts, Tanned, Tawed, Or Dressed",KEEP,111776,0,6,4,0,,0,0,,,,
"Woollen Manufactures — Of Wool Other Than Goats, Or Of Wool Mixedwith Cotton: Cloths",KEEP,109749,0,4,4,0,,0,0,,,,
Telegraphic Wires And Apparatus — Other Kinds Of Manufactured Tobacco,KEEP,107165,0,19,8,0,,0,0,,,,
"Eggs — For Beds, In Beds Or Otherwise",KEEP,105945,0,12,12,0,,25,25,Farinaceous Substances And Manufactures Thereof,,,
"Fish, Fresh And Cured — Dressed And Undressed",KEEP,105908,0,3,3,0,,0,0,,,,
"Beef — Brass, Bronze, And Metal, Bronzed And Lacquered",KEEP,104688,0,4,4,0,,0,0,,,,
Flax — Dressed And Endressed,KEEP,104638,0,3,3,0,,0,0,,,,
"Saddlery And Harness — Saltpetre, British Prepared",KEEP,104559,0,13,13,0,,0,0,,,,
Animals — Unenumerated,KEEP,104417,0,6,1,0,,0,0,,,,
Spirits — Unenumerated,KEEP,99492,0,14,12,0,,0,0,,,,
Hats Or Bonnets — Tow Or Codilla Of Hemp,KEEP,99366,0,4,4,0,,0,0,,,,
"Metal — Old, Fit Only For Re-Manufacture",KEEP,99006,0,7,9,0,,14,14,"Swords, Cutlasses, Matchets, Bayonets",,,
Gum — British East-Indies,KEEP,98492,0,7,7,0,,14,14,Gum — Arabic,,,
"Hemp — Tow, Or Cordilla Of, And Other Vegetable Substances, Applicable To The Same Uses As Hemp Or Flax",KEEP,97639,0,9,5,0,,0,0,,,,
"Spirits — Perfumed, In Bond",KEEP,96419,0,16,8,0,,0,0,,,,
"Glass — Other Manufactures, Unenume- Rated",KEEP,94162,0,8,8,0,,0,0,,,,
Cows — Unenumerated,KEEP,91231,0,17,9,0,,0,0,,,,
"Cheese — Imitation Cheese (Including Lard Cheese, And All Kinds Of Artificial Or Imitation Cheese)",KEEP,90876,1,18,8,6,Isinglass,11,6,Isinglass,,,
Lead — Oro Of,KEEP,89780,0,13,14,0,,8,8,"Iron — Manufactures Of Iron Or Steel, Unenumerated",,,
"Tobacco — Manufactured, In Bond",KEEP,88850,0,25,9,0,,0,0,,,,
"Cannon And Mortars, Mounted Or Accompanied With Carriages — Ordnance Stores, Explosives, And Ammunition,   Unenumerated",KEEP,88711,0,15,7,0,,0,0,,,,
"Hides — Tawed, Curried, Or Dressed, Not Varnished",KEEP,88688,0,7,3,0,,0,0,,,,
Feathers — For Bends,KEEP,86629,0,5,5,0,,0,0,,,,
Fruit — Snuff : Cavendish Or Negrohead,KEEP,84422,0,1,1,0,,0,0,,,,
Wax — East Coast Africa,KEEP,82474,0,14,14,7,Wax,50,50,Wax,,,
Cotton — Cinnamon,KEEP,79433,0,3,3,0,,0,0,,,,
Chloral Hydrate,KEEP,79024,1,48,10,0,,0,0,,,,
"Animals, Living — Muskets, Rifles, Carbines, Fowling Pieces, Or Guns Of Any Other Sort, Not Enumerated, And Parts Thereof; And Pistols",KEEP,78066,0,8,8,0,,12,12,Manures — Phosphate Of Lime And Rock,,,
"Corn And Grain — Cotton Yarn, And Waste Of",KEEP,76826,0,6,6,0,,0,0,,,,
Toys — Not Containing Alcohol,KEEP,76288,0,15,5,0,,0,0,,,,
"Bones (Except Whalebone) Whether Burnt Or Not, Or As Animal Charcoal — Applicable To Manufacturing Purposes",KEEP,72019,0,38,12,0,,18,11,Beef — Applicable To Manufacturing Purposes,,,
Pork — Prints And Engravings,KEEP,71558,0,4,4,0,,0,0,,,,
"Arms, Ammunition, And Military Stores — Revolvers",KEEP,71149,0,31,12,0,,0,0,,,,
"Arms, Ammunition, And Military Stores — To Eastern Africa",KEEP,71060,0,10,8,0,,0,0,,,,
Fruit — Perfumed Spirits (Including Water Cologne),KEEP,69946,0,6,6,0,,0,0,,,,
Hats Or Bonnets — Vegetable Substances Applicable To The Same Uses As Hemp Or Flax,KEEP,69287,0,5,5,0,,0,0,,,,
"Fish, Fresh And Cured — Pilchards",KEEP,69191,0,1,1,0,,0,0,,,,
Chicory — Roasted Or Ground In Bond,KEEP,66909,0,20,6,0,,0,0,,,,
Spirits — Cavendish Or Negrolhead,KEEP,66619,0,8,8,0,,0,0,,,,
"Wine — White, In Bottles : Sparkling : Saumur",KEEP,65005,0,1,2,0,,0,0,,,,
Malt,KEEP,64626,1,34,10,0,,29,26,"Leather — Manufactures, Including Manufactures Of Linen Mixed With Cotton",,,
Metals And Ores — Puddled,KEEP,63721,1,2,2,0,,0,0,,,,
"Arms, And Ammunition — Swords, Cutlasses, Matchets, Bayonets, Gun Barrels, Gun Locks, And Cannon And Mortars Of Iron, Not Mounted Nor Accompanied With Carriages",KEEP,63183,0,5,5,0,,80,80,"Arms, And Ammunition — Swords, Cutlasses, Matchets, Bayonets, Gunbarrels, Gun Locks, And Cannon And Mortarsof Iron, Not Mounted Nor Accompanied Withcarriages",,,
Corn And Grain — Rye Meal,KEEP,62817,0,11,3,0,,0,0,,,,
"Arms, Ammunition, And Military Stores — Cannon And Mortars, Of Brass, Not Mounted Nor Accompanied With Carriages",KEEP,61988,0,9,7,0,,11,11,"Coals, Cinders, &C — Coals And Culm",,,
"Bones — Brass, Bronze, And Metal. Bronzed Orlacquered, Manufactures Of, Un-Enumerated",KEEP,61561,0,7,9,0,,0,0,,,,
Ink,KEEP,61343,0,10,3,0,,0,0,,,,
Husks And Shells,KEEP,60480,1,34,10,0,,3,3,Rags And Other Materials For Making Paper — Linen And Cotton,,,
Gals,KEEP,59815,1,6,6,0,,33,33,Galls,,,
Wool — Not Being Goats' Hair Or Wool,KEEP,58942,0,26,5,8,"Gum — Manufactures Of (Other Than Goat'S Hair), Mixed Or Not With Other Materials",8,8,"Gum — Manufactures Of (Other Than Goat'S Hair), Mixed Or Not With Other Materials",,,
Dye Woods — Spanish Possessions,KEEP,58835,0,11,11,0,,36,36,Dye Woods — Unenumerated,,,
"Milk And Cream, Fresh Or Preserved, Other Than Condensed Milk",KEEP,58713,1,22,6,0,,5,5,"Metal — Unenumerated, Old, Fit Only To Be Re-Manufactured",,,
"Spirits — British And Foreign, Mixed In Bond",KEEP,58484,0,3,3,0,,0,0,,,,
Gutta Percha — Manufactures Of,KEEP,58060,0,21,10,10,Gum — Manufactures Of,10,5,Gum — Manufactures Of,,,
"Coffee And Chicory, Mixed",KEEP,57981,1,24,9,4,"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",4,4,"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",,,
"Sweetened Or Mixed, Tested",KEEP,57056,1,7,6,0,,0,0,,,,
Precious Stones,KEEP,55834,0,9,7,0,,0,0,,,,
"Arms, Ammunition, And Military Stores — Ordnance Stores And Ammunition, Unenumere-     Rated",KEEP,55101,0,8,5,0,,0,0,,,,
Bacon And Hams — Extracts Of Bark Or Other Vegetable Substances To Be Used In Tanning Or Dyeing,KEEP,55041,0,4,4,0,,75,75,Bark — Extracts Of Bark Or Other Vegetable Substancesto Be Used In Tanning Or Dyeing,,,
"Woollen And Worsted Manufactures — Coatings, Duffels, &C., All Wool",KEEP,54558,0,2,2,0,,0,0,,,,
Silk Manufactures — Other Kinds,KEEP,53368,0,16,10,0,,0,0,,,,
Corn And Grain — From Australasia,KEEP,52814,0,16,8,0,,62,38,Corn And Grain — Wheat Meal Or Flour,,,
"Brass, Bronze, And Metal Bronzed Orlacquered",KEEP,52051,0,8,4,0,,0,0,,,,
Beads — Unenumerated,KEEP,52026,0,8,2,0,,0,0,,,,
Seeds — From British East Indies,KEEP,51301,0,2,2,0,,100,50,Seeds — Flax Or Linseed,,,
"Dye Stuffs, And Substances Used In Tanning — Cocchineal",KEEP,51127,0,1,3,0,,0,0,,,,
Bark — Cocaine,KEEP,50749,0,3,3,0,,0,0,,,,
Plate — Of Gold,KEEP,50510,1,11,15,0,,9,9,Oil — Olive,,,
Earthen And China Ware — Salmon,KEEP,50462,0,3,3,0,,0,0,,,,
"Copper — Old, Fit Only For Remanufacture",KEEP,50264,0,4,4,0,,0,0,,,,
